bucket	module	resource	slots	reason	value
NEUTRAL	feature/tasks/update	adj_reschedule_disabled_unset		no domain vocabulary	Set a schedule first to enable rescheduling
NEUTRAL	feature/tasks/update	adj_reschedule_section_label		no domain vocabulary	Reschedule next due
NEUTRAL	feature/tasks/update	adj_reschedule_subtitle		no domain vocabulary	Manually set the next-due target. The schedule resumes from there.
NEUTRAL	feature/tasks/update	adj_reschedule_title		no domain vocabulary	Set when this is next due
NEUTRAL	feature/tasks/update	adj_reschedule_was_date		no domain vocabulary	Original date set by schedule
NEUTRAL	feature/tasks/update	adj_reschedule_was_hours		no domain vocabulary	Original hours set by schedule
NEUTRAL	feature/tasks/update	adjustments		no domain vocabulary	Adjustments
NEUTRAL	feature/tasks/update	basics		no domain vocabulary	Basics
NEUTRAL	feature/tasks/update	compliance		no domain vocabulary	Compliance
NEUTRAL	feature/tasks/update	compliance_ad_sub		no domain vocabulary	Regulatory requirement
NEUTRAL	feature/tasks/update	compliance_authority_hint		no domain vocabulary	e.g. Rotax / Lycoming
NEUTRAL	feature/tasks/update	compliance_notes		no domain vocabulary	Compliance Notes
NEUTRAL	feature/tasks/update	compliance_routine_sub		no domain vocabulary	Scheduled maintenance intervals
NEUTRAL	feature/tasks/update	compliance_sb_sub		no domain vocabulary	Manufacturer recommended
NEUTRAL	feature/tasks/update	compliance_type		no domain vocabulary	Compliance Type
NEUTRAL	feature/tasks/update	compliance_type_description		no domain vocabulary	Regulatory nature of this task. Mandatory items will trigger critical system alerts.
NEUTRAL	feature/tasks/update	compliance_type_routine		no domain vocabulary	Routine Tasks
NEUTRAL	feature/tasks/update	compliance_type_routine_short		no domain vocabulary	Routine
NEUTRAL	feature/tasks/update	delete_task_section_label		no domain vocabulary	Delete Task
NEUTRAL	feature/tasks/update	delete_this_task_subtitle		no domain vocabulary	Permanently removes this task and its maintenance schedule.
NEUTRAL	feature/tasks/update	delete_this_task_title		no domain vocabulary	Delete this task
NEUTRAL	feature/tasks/update	force_overrides_safety		no domain vocabulary	Force Override
NEUTRAL	feature/tasks/update	interval_hours		no domain vocabulary	Interval (hours)
NEUTRAL	feature/tasks/update	interval_hours_placeholder		no domain vocabulary	e.g. 100
NEUTRAL	feature/tasks/update	interval_months		no domain vocabulary	Interval (months)
NEUTRAL	feature/tasks/update	interval_months_placeholder		no domain vocabulary	e.g. 12
NEUTRAL	feature/tasks/update	intervals		no domain vocabulary	Intervals
NEUTRAL	feature/tasks/update	mark_complied		no domain vocabulary	Mark as Completed
NEUTRAL	feature/tasks/update	no_log_history		no domain vocabulary	No maintenance logs recorded for this task.
NEUTRAL	feature/tasks/update	one_time_compliance		no domain vocabulary	One-Time Task
NEUTRAL	feature/tasks/update	one_time_compliance_desc		no domain vocabulary	Moves to history after first log
NEUTRAL	feature/tasks/update	override_next_due_date		no domain vocabulary	Override next due date
NEUTRAL	feature/tasks/update	reference_number		no domain vocabulary	Reference Number
NEUTRAL	feature/tasks/update	reference_number_hint		no domain vocabulary	e.g. SB-001
NEUTRAL	feature/tasks/update	remove_link		no domain vocabulary	Remove link
NEUTRAL	feature/tasks/update	resolve_task		no domain vocabulary	Resolve
NEUTRAL	feature/tasks/update	schedule		no domain vocabulary	Schedule
NEUTRAL	feature/tasks/update	schedule_pick_linked_task		no domain vocabulary	Pick a task to link
NEUTRAL	feature/tasks/update	schedule_prefix_every		no domain vocabulary	Every
NEUTRAL	feature/tasks/update	schedule_prefix_in		no domain vocabulary	In
NEUTRAL	feature/tasks/update	schedule_preview_asap_primary		no domain vocabulary	Due now — ASAP
NEUTRAL	feature/tasks/update	schedule_preview_asap_secondary		no domain vocabulary	Will appear immediately on the dashboard
NEUTRAL	feature/tasks/update	schedule_preview_due_every		no domain vocabulary	Due every %1$d %2$s
NEUTRAL	feature/tasks/update	schedule_preview_due_in		no domain vocabulary	Due in %1$d %2$s
NEUTRAL	feature/tasks/update	schedule_preview_empty_primary		no domain vocabulary	No schedule yet
NEUTRAL	feature/tasks/update	schedule_preview_empty_secondary		no domain vocabulary	Pick how this task is tracked below
NEUTRAL	feature/tasks/update	schedule_preview_hint		no domain vocabulary	How this task will appear
NEUTRAL	feature/tasks/update	schedule_preview_label		no domain vocabulary	Preview
NEUTRAL	feature/tasks/update	schedule_preview_linked_one_time_secondary		no domain vocabulary	Will move to history after first log
NEUTRAL	feature/tasks/update	schedule_preview_linked_primary		no domain vocabulary	Due whenever "%1$s" is due
NEUTRAL	feature/tasks/update	schedule_preview_linked_repeating_secondary		no domain vocabulary	Repeats with the linked task
NEUTRAL	feature/tasks/update	schedule_preview_linked_unset_primary		no domain vocabulary	Linked task not chosen
NEUTRAL	feature/tasks/update	schedule_preview_linked_unset_secondary		no domain vocabulary	Pick a task to link to below
NEUTRAL	feature/tasks/update	schedule_preview_one_time_secondary		no domain vocabulary	One-time · moves to history after first log
NEUTRAL	feature/tasks/update	schedule_preview_recurring_secondary		no domain vocabulary	Recurring schedule
NEUTRAL	feature/tasks/update	schedule_preview_set_calendar_primary		no domain vocabulary	Set how often (%1$s)
NEUTRAL	feature/tasks/update	schedule_preview_set_secondary		no domain vocabulary	Enter an interval below
NEUTRAL	feature/tasks/update	schedule_recurrence_asap		no domain vocabulary	ASAP
NEUTRAL	feature/tasks/update	schedule_recurrence_asap_sub		no domain vocabulary	Due now
NEUTRAL	feature/tasks/update	schedule_recurrence_linked_one_time_sub		no domain vocabulary	Then moves to history
NEUTRAL	feature/tasks/update	schedule_recurrence_linked_repeating_sub		no domain vocabulary	With linked task
NEUTRAL	feature/tasks/update	schedule_recurrence_one_time		no domain vocabulary	One-time
NEUTRAL	feature/tasks/update	schedule_recurrence_one_time_sub		no domain vocabulary	In one interval
NEUTRAL	feature/tasks/update	schedule_recurrence_repeating		no domain vocabulary	Repeating
NEUTRAL	feature/tasks/update	schedule_recurrence_repeating_sub		no domain vocabulary	Every interval
NEUTRAL	feature/tasks/update	schedule_step_interval_how_often		no domain vocabulary	Step 3 · How often?
NEUTRAL	feature/tasks/update	schedule_step_interval_in_how_long		no domain vocabulary	Step 3 · In how long?
NEUTRAL	feature/tasks/update	schedule_step_recurrence_label		no domain vocabulary	Step 2 · When is it due?
NEUTRAL	feature/tasks/update	schedule_step_recurrence_linked_label		no domain vocabulary	Step 2 · Recurrence
NEUTRAL	feature/tasks/update	schedule_step_track_label		no domain vocabulary	Step 1 · How is this tracked?
NEUTRAL	feature/tasks/update	schedule_track_calendar_time		no domain vocabulary	Calendar Time
NEUTRAL	feature/tasks/update	schedule_unit_days		no domain vocabulary	days
NEUTRAL	feature/tasks/update	schedule_unit_months		no domain vocabulary	months
NEUTRAL	feature/tasks/update	schedule_unit_years		no domain vocabulary	years
NEUTRAL	feature/tasks/update	schedule_with_another_work		no domain vocabulary	Advanced · Link to another task
NEUTRAL	feature/tasks/update	schedule_with_another_work_description		no domain vocabulary	This task becomes due whenever the linked task is next due. Choosing a linked task replaces interval-based scheduling above.
NEUTRAL	feature/tasks/update	select_task_work		no domain vocabulary	Select Maintenance Work
NEUTRAL	feature/tasks/update	skip_this_cycle_option		no domain vocabulary	Skip This Cycle
NEUTRAL	feature/tasks/update	skip_this_cycle_option_subtitle		no domain vocabulary	Marks complete without logging
NEUTRAL	feature/tasks/update	task_added		no domain vocabulary	Task added
NEUTRAL	feature/tasks/update	task_deleted		no domain vocabulary	Task deleted
NEUTRAL	feature/tasks/update	task_description_label		no domain vocabulary	Task Description
NEUTRAL	feature/tasks/update	task_due_warning		no domain vocabulary	Note: This task will be due on whichever comes first.
NEUTRAL	feature/tasks/update	task_skipped		no domain vocabulary	Cycle skipped — next due rescheduled
NEUTRAL	feature/tasks/update	task_title_helper		no domain vocabulary	Provide a concise, technical name for this maintenance action as it appears in the service manual.
NEUTRAL	feature/tasks/update	task_updated		no domain vocabulary	Task updated
NEUTRAL	feature/tasks/viewing	authority_reference_number		no domain vocabulary	%1$s · %2$s
NEUTRAL	feature/tasks/viewing	badge_due		no domain vocabulary	DUE
NEUTRAL	feature/tasks/viewing	badge_overdue		no domain vocabulary	OVERDUE
NEUTRAL	feature/tasks/viewing	completed		no domain vocabulary	Completed
NEUTRAL	feature/tasks/viewing	compliance_details		no domain vocabulary	Compliance Details
NEUTRAL	feature/tasks/viewing	days_overdue_count		no domain vocabulary	%1$d Days Overdue
NEUTRAL	feature/tasks/viewing	days_remaining		no domain vocabulary	%1$d Days Remaining
NEUTRAL	feature/tasks/viewing	due_date		no domain vocabulary	Due %1$s
NEUTRAL	feature/tasks/viewing	due_engine		no domain vocabulary	Due @ %1$s engine hrs
NEUTRAL	feature/tasks/viewing	due_soon_date		no domain vocabulary	Due Soon: %1$s
NEUTRAL	feature/tasks/viewing	due_soon_date_engine		no domain vocabulary	Due Soon: %1$s / %2$s hrs
NEUTRAL	feature/tasks/viewing	due_soon_engine		no domain vocabulary	Due Soon: @ %1$s hrs
NEUTRAL	feature/tasks/viewing	due_today		no domain vocabulary	Due Today
NEUTRAL	feature/tasks/viewing	label_deadline		no domain vocabulary	DEADLINE
NEUTRAL	feature/tasks/viewing	label_due_engine		no domain vocabulary	DUE @
NEUTRAL	feature/tasks/viewing	label_due_engine_value		no domain vocabulary	DUE @ %1$s
NEUTRAL	feature/tasks/viewing	label_expired		no domain vocabulary	EXPIRED %1$s
NEUTRAL	feature/tasks/viewing	next_due_date		no domain vocabulary	NEXT DUE DATE
NEUTRAL	feature/tasks/viewing	next_due_engine_hrs		no domain vocabulary	NEXT DUE ENGINE HRS
NEUTRAL	feature/tasks/viewing	no_maintenance_logs_for_task		no domain vocabulary	No logs yet. Add a maintenance entry and tag this task to see history here.
NEUTRAL	feature/tasks/viewing	on_condition		no domain vocabulary	On Condition
NEUTRAL	feature/tasks/viewing	overdue_was		no domain vocabulary	Overdue (was %1$s)
NEUTRAL	feature/tasks/viewing	status_label		no domain vocabulary	STATUS
NEUTRAL	feature/technician/sharedassets	duplicates_apply		no domain vocabulary	Merge selected
NEUTRAL	feature/technician/sharedassets	duplicates_merge_manual		no domain vocabulary	Merge into %1$s
NEUTRAL	feature/technician/sharedassets	duplicates_merge_member		no domain vocabulary	Use the shared profile for %1$s
NEUTRAL	feature/technician/sharedassets	duplicates_needs_confirmation		no domain vocabulary	Names only — confirm this is the same person
NEUTRAL	feature/technician/sharedassets	duplicates_no_selection		no domain vocabulary	Nothing selected
NEUTRAL	feature/technician/sharedassets	duplicates_prompt_action		no domain vocabulary	Review
NEUTRAL	feature/technician/sharedassets	duplicates_prompt_dismiss		no domain vocabulary	Not duplicates
NEUTRAL	feature/technician/sharedassets	duplicates_replaces		no domain vocabulary	Deletes: %1$s
NEUTRAL	feature/technician/sharedassets	duplicates_review_title		no domain vocabulary	Review duplicates
NEUTRAL	feature/technician/sharedassets	expiration_date		no domain vocabulary	Expiration Date
NEUTRAL	feature/technician/sharedassets	linked_badge		no domain vocabulary	Linked
NEUTRAL	feature/technician/sharedassets	my_profile		no domain vocabulary	My Profile
NEUTRAL	feature/technician/sharedassets	name		no domain vocabulary	Name
NEUTRAL	feature/technician/sharedassets	name_required		no domain vocabulary	Name (Required)
NEUTRAL	feature/technician/sharedassets	never		no domain vocabulary	Never
NEUTRAL	feature/technician/sharedassets	performed_by		no domain vocabulary	Performed By
NEUTRAL	feature/technician/sharedassets	you_badge		no domain vocabulary	You
NEUTRAL	feature/thing/dashboard	overview_all_logs		no domain vocabulary	All logs
NEUTRAL	feature/thing/dashboard	overview_next_due		no domain vocabulary	Next due
NEUTRAL	feature/thing/dashboard	overview_no_logs_title		no domain vocabulary	No logs yet
NEUTRAL	feature/thing/dashboard	overview_no_tasks_body		no domain vocabulary	Scheduled maintenance is up to date.
NEUTRAL	feature/thing/dashboard	overview_no_tasks_title		no domain vocabulary	No upcoming tasks
NEUTRAL	feature/thing/dashboard	overview_recent_activity		no domain vocabulary	Recent activity
NEUTRAL	feature/thing/dashboard	tab_logs		no domain vocabulary	Logs
NEUTRAL	feature/thing/dashboard	tab_overview		no domain vocabulary	Overview
NEUTRAL	feature/thing/dashboard	tab_tasks		no domain vocabulary	Tasks
NEUTRAL	feature/thing/update	add_blade		no domain vocabulary	Add blade
NEUTRAL	feature/thing/update	add_engine		no domain vocabulary	Add Engine
NEUTRAL	feature/thing/update	blade_serial_numbers		no domain vocabulary	Blade Serial numbers
NEUTRAL	feature/thing/update	make		no domain vocabulary	Make
NEUTRAL	feature/thing/update	model		no domain vocabulary	Model
NEUTRAL	feature/thing/update	remove_blade		no domain vocabulary	Remove Blade
NEUTRAL	feature/thing/update	remove_engine		no domain vocabulary	Remove Engine
NEUTRAL	feature/thing/update	serial		no domain vocabulary	Serial Number
NEUTRAL	feature/userprofile/sharedassets	anonymous_user		no domain vocabulary	Anonymous User
STRUCTURAL	core/sharedassets	component_propeller	component	no lexicon slot for: propeller	Propeller
STRUCTURAL	feature/fleet/sharedassets	no_fleet_title	collection_label	no lexicon slot for: takeoff	Ready for Takeoff?
STRUCTURAL	feature/login	onboarding_welcome_tagline		no lexicon slot for: hangar	Let's get your hangar set up.
STRUCTURAL	feature/logs/sharedassets	no_maintenance_logs_description	component	no lexicon slot for: annual, 100-hour	Log your first entry — oil change, annual, 100-hour, or any other airframe, engine, or prop work.
STRUCTURAL	feature/logs/sharedassets	prop_time_label		no lexicon slot for: prop time	Prop Time
STRUCTURAL	feature/logs/sharedassets	propeller_hub		no lexicon slot for: propeller	Propeller Hub
STRUCTURAL	feature/logs/update	no_propeller_components_found	component;thing	no lexicon slot for: propeller	No propeller components found for this aircraft.
STRUCTURAL	feature/logs/update	prop_time_hours		no lexicon slot for: prop time	Prop Time (hours)
STRUCTURAL	feature/logs/update	propeller_component	component	no lexicon slot for: propeller	Propeller Component
STRUCTURAL	feature/logs/viewing	log_onboarding_description	component;log	no lexicon slot for: prop time	Log your current airframe, engine, and prop times to start tracking maintenance intervals accurately. This will serve as your logbook's baseline.
STRUCTURAL	feature/logs/viewing	prop_time_abbr		no lexicon slot for: prop time	Prop
STRUCTURAL	feature/squawk/sharedassets	down_alert_subtitle	down_status;squawk	no lexicon slot for: flight	AOG squawks must be resolved before flight
STRUCTURAL	feature/subscription/viewing	subscription_billing_note		no lexicon slot for: annual	Monthly and annual billing, price and payment method are chosen in the store.
STRUCTURAL	feature/tasks/update	adj_preview_primary_hours		no lexicon slot for: tach	Next due at %1$s tach hrs · %2$s
STRUCTURAL	feature/tasks/update	adj_preview_rel_in_hours		no lexicon slot for: tach	in %1$s tach hrs
STRUCTURAL	feature/tasks/update	adj_preview_rel_over_hours		no lexicon slot for: tach	over by %1$s tach hrs
STRUCTURAL	feature/tasks/update	adj_preview_reschedule_hours_primary		no lexicon slot for: tach	Next due at %1$s tach hrs
STRUCTURAL	feature/tasks/update	adj_preview_was_hours		no lexicon slot for: tach	Was %1$s tach hrs
STRUCTURAL	feature/tasks/update	force_due_engine_hours		no lexicon slot for: engine hour	Force Due Engine (hours)
STRUCTURAL	feature/tasks/update	override_next_due_engine		no lexicon slot for: engine hour	Override next due engine hour
STRUCTURAL	feature/tasks/update	schedule_preview_due_every_hours		no lexicon slot for: tach	Due every %1$s tach hrs
STRUCTURAL	feature/tasks/update	schedule_preview_due_in_hours		no lexicon slot for: tach	Due in %1$s tach hrs
STRUCTURAL	feature/tasks/update	schedule_preview_set_hours_primary		no lexicon slot for: tach	Set how many tach hours
STRUCTURAL	feature/tasks/update	schedule_track_tach_hours		no lexicon slot for: tach	Tach Hours
STRUCTURAL	feature/tasks/update	schedule_unit_tach_hours		no lexicon slot for: tach	tach hrs
STRUCTURAL	feature/tasks/update	task_description_placeholder	task	no lexicon slot for: 100-hour	e.g. 100-Hour Inspection
STRUCTURAL	feature/tasks/update	task_interval_description		no lexicon slot for: engine hour	Set a recurring interval based on time, engine hours, or both.
STRUCTURAL	feature/tasks/viewing	engine_hours_upper		no lexicon slot for: engine hour	%1$s HRS
STRUCTURAL	feature/technician/sharedassets	certificate_number		no lexicon slot for: certificate	Certificate Number
STRUCTURAL	feature/technician/sharedassets	certificate_type		no lexicon slot for: certificate	Certificate Type
STRUCTURAL	feature/technician/sharedassets	certificate_type_amt	technician	no lexicon slot for: certificate	A&amp;P Mechanic
STRUCTURAL	feature/technician/sharedassets	certificate_type_repairman		no lexicon slot for: certificate	Repairman
STRUCTURAL	feature/technician/sharedassets	duplicates_warn_mirror		no lexicon slot for: certificate	%1$s and %2$s have the same certificate number. Two members are two different people, so this is likely a typo — check with them.
STRUCTURAL	feature/technician/sharedassets	no_certificate		no lexicon slot for: certificate	No certificate provided
SUBSTITUTABLE	core/sharedassets	add_thing	thing	slots: thing	Add Aircraft
SUBSTITUTABLE	core/sharedassets	thing_shared_badge	thing	slots: thing	Shared
SUBSTITUTABLE	core/sharedassets	component_airframe	component	slots: component	Airframe
SUBSTITUTABLE	core/sharedassets	component_engine	component	slots: component	Engine
SUBSTITUTABLE	core/sharedassets	component_type	component	slots: component	Component Type
SUBSTITUTABLE	core/sharedassets	empty_add_thing	thing	slots: thing	Add an aircraft to get started
SUBSTITUTABLE	core/sharedassets	shell_tab_squawks	squawk	slots: squawk	Squawks
SUBSTITUTABLE	core/sharedassets	shell_title_logs	log	slots: log	Work Logs
SUBSTITUTABLE	core/sharedassets	shell_title_tasks	task	slots: task	Maintenance Tasks
SUBSTITUTABLE	feature/export/sharedassets	export_thing_details_incomplete	thing	slots: thing	Aircraft details incomplete
SUBSTITUTABLE	feature/export/sharedassets	export_thing_section	thing	slots: thing	Aircraft
SUBSTITUTABLE	feature/export/sharedassets	export_thing_summary_more	thing	slots: thing	%1$s + %2$d more
SUBSTITUTABLE	feature/export/sharedassets	export_footer_thing_count	thing	slots: thing	%1$d aircraft
SUBSTITUTABLE	feature/export/sharedassets	export_history_empty_body	technician	slots: technician	Generate a printable PDF or spreadsheet of your maintenance logs to share with your mechanic, IA, or insurance.
SUBSTITUTABLE	feature/export/sharedassets	export_no_thing_title	thing	slots: thing	No aircraft to export
SUBSTITUTABLE	feature/export/sharedassets	export_progress_collecting_data	thing	slots: thing	Collecting aircraft data...
SUBSTITUTABLE	feature/export/sharedassets	export_progress_collecting_data_detail	squawk;thing	slots: squawk, thing	Loading logs, tasks, squawks, and attachments for the selected aircraft.
SUBSTITUTABLE	feature/export/sharedassets	export_receipt_thing	thing	slots: thing	Aircraft
SUBSTITUTABLE	feature/export/sharedassets	export_untitled_thing	thing	slots: thing	Untitled aircraft
SUBSTITUTABLE	feature/fleet/sharedassets	add_first_thing	thing	slots: thing	Add Your First Aircraft
SUBSTITUTABLE	feature/fleet/sharedassets	no_fleet_description	collection_label;thing	slots: collection_label, thing	Keep your aircraft details, maintenance logs, and compliance records in one place.
SUBSTITUTABLE	feature/login	legal_disclaimer	log;thing	slots: log, thing	SquawkIt is a personal convenience tool and is not a certified maintenance record system. It does not replace the official aircraft logbooks required by your aviation authority.
SUBSTITUTABLE	feature/login	login_prompt	thing	slots: thing	Log in or continue anonymously to manage your aircraft maintenance records.
SUBSTITUTABLE	feature/login	mission_statement	thing	slots: thing	Track the important stuff for your airplane
SUBSTITUTABLE	feature/login	onboarding_notifications_body	thing	slots: thing	Hear about changes on aircraft shared with you, and when something goes overdue.
SUBSTITUTABLE	feature/login	onboarding_notifications_denied_body	thing	slots: thing	You won’t hear about changes on shared aircraft or overdue alerts. Enable notifications in system settings to stay in the loop.
SUBSTITUTABLE	feature/login	upgrade_merge_body	thing	slots: thing	Continuing moves the aircraft, logs, and records on this device into that account, alongside what it already has. Nothing is deleted.
SUBSTITUTABLE	feature/login	upgrade_picker_body	thing	slots: thing	Connect an account so your aircraft, logs, and records are backed up and available on your other devices.
SUBSTITUTABLE	feature/logs/sharedassets	add_log	log	slots: log	Add Work Log
SUBSTITUTABLE	feature/logs/sharedassets	airframe_time_label	component	slots: component	Airframe Time
SUBSTITUTABLE	feature/logs/sharedassets	edit_log	log	slots: log	Update Work Log
SUBSTITUTABLE	feature/logs/sharedassets	log_unverified_technician	technician	slots: technician	Not verified — name entered manually
SUBSTITUTABLE	feature/logs/sharedassets	no_maintenance_logs_title	log	slots: log	Logbook Is Empty
SUBSTITUTABLE	feature/logs/sharedassets	resolve_squawk_work_description	squawk	slots: squawk	Resolve squawk "%1$s"
SUBSTITUTABLE	feature/logs/sharedassets	resolve_task_work_description	task	slots: task	Performed maintenance task "%1$s"
SUBSTITUTABLE	feature/logs/update	airframe_serial	component	slots: component	Airframe Serial
SUBSTITUTABLE	feature/logs/update	airframe_time_hours	component	slots: component	Airframe Time (hours)
SUBSTITUTABLE	feature/logs/update	component_section_description	component;thing	slots: component, thing	Which part of the aircraft was serviced
SUBSTITUTABLE	feature/logs/update	loading_thing	thing	slots: thing	Loading aircraft…
SUBSTITUTABLE	feature/logs/update	no_engines_found	thing	slots: thing	No engines found for this aircraft.
SUBSTITUTABLE	feature/logs/update	performed_by_description	technician	slots: technician	The technician who performed this work
SUBSTITUTABLE	feature/logs/update	squawks_section_header	squawk	slots: squawk	Squawks Addressed
SUBSTITUTABLE	feature/logs/update	tasks_section_header	task	slots: task	Maintenance Tasks Completed
SUBSTITUTABLE	feature/logs/viewing	affected_maintenance_tasks	task	slots: task	Affected Maintenance Tasks
SUBSTITUTABLE	feature/logs/viewing	thing_data	thing	slots: thing	Aircraft Data
SUBSTITUTABLE	feature/logs/viewing	airframe_time_abbr	component	slots: component	AFTT
SUBSTITUTABLE	feature/logs/viewing	edit_thing	thing	slots: thing	Update aircraft
SUBSTITUTABLE	feature/logs/viewing	log_squawk_count_one	squawk	slots: squawk	1 squawk
SUBSTITUTABLE	feature/logs/viewing	log_squawk_count_plural	squawk	slots: squawk	%1$d squawks
SUBSTITUTABLE	feature/logs/viewing	resolved_squawks	squawk	slots: squawk	Resolved Squawks
SUBSTITUTABLE	feature/logs/viewing	unknown_squawk	squawk	slots: squawk	Unknown squawk (%1$s)
SUBSTITUTABLE	feature/notifications/settings	notification_settings_banner_denied_body	thing	slots: thing	Turn them on in system settings to hear about urgency alerts and collaboration on your aircraft.
SUBSTITUTABLE	feature/notifications/settings	notification_settings_collaboration_subtitle	log;squawk;thing	slots: log, squawk, thing	Aircraft, squawk, task, or logbook activity from others
SUBSTITUTABLE	feature/notifications/settings	notification_settings_priority_due_subtitle	squawk	slots: squawk	A squawk becomes high priority or worse, or a task becomes due soon or overdue
SUBSTITUTABLE	feature/notifications/sharedassets	notification_body_due_soon_plural	task	slots: task	%1$s: %2$d inspections are due soon
SUBSTITUTABLE	feature/notifications/sharedassets	notification_body_overdue_plural	task	slots: task	%1$s: %2$d inspections are now overdue
SUBSTITUTABLE	feature/notifications/sharedassets	notification_body_priority_raised_plural	squawk	slots: squawk	%1$s: %2$d squawks increased in priority
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_body_thing_updated	thing	slots: thing	%1$s: %2$s updated the aircraft
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_body_squawk_created	squawk	slots: squawk	%1$s: %2$s created a new squawk issue\n\n%3$s
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_body_squawk_raised	squawk	slots: squawk	%1$s: %2$s raised the priority of 1 squawk issue\n\n%3$s
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_noun_log	log	slots: log	logbook entry
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_noun_squawk	squawk	slots: squawk	squawk
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_section_thing	thing	slots: thing	Aircraft
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_section_logbook	log	slots: log	Logbook
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_section_logbook_lower	log	slots: log	logbook entries
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_section_squawks	squawk	slots: squawk	Squawks
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_section_squawks_lower	squawk	slots: squawk	squawks
SUBSTITUTABLE	feature/notifications/sharedassets	notification_n1_title_squawk_created	squawk	slots: squawk	New squawk
SUBSTITUTABLE	feature/notifications/sharedassets	squawk_priority_label_down	down_status;squawk	slots: down_status, squawk	AOG
SUBSTITUTABLE	feature/notifications/sharedassets	squawk_priority_label_high	squawk	slots: squawk	High
SUBSTITUTABLE	feature/notifications/sharedassets	squawk_priority_label_low	squawk	slots: squawk	Low
SUBSTITUTABLE	feature/notifications/sharedassets	squawk_priority_label_medium	squawk	slots: squawk	Medium
SUBSTITUTABLE	feature/notifications/sharedassets	squawk_priority_label_resolved	squawk	slots: squawk	Resolved
SUBSTITUTABLE	feature/notifications/viewing	notification_channel_collaboration_description	thing	slots: thing	Someone changes a shared aircraft
SUBSTITUTABLE	feature/settings	settings_delete_account_body	thing	slots: thing	This permanently deletes your account and all of your data. Anyone you have shared an aircraft with will lose access to it. This cannot be undone.
SUBSTITUTABLE	feature/settings	settings_delete_account_export_hint	log	slots: log	Export your logbook first if you want to keep a copy.
SUBSTITUTABLE	feature/settings	settings_export_subtitle	log	slots: log	Export and share your logbook
SUBSTITUTABLE	feature/settings	settings_technicians_subtitle	technician	slots: technician	Manage technician info who performs maintenance work
SUBSTITUTABLE	feature/sharing/sharedassets	enter_code_instructions	thing	slots: thing	Enter the invite code the aircraft owner gave you. It looks like EFA2-GGTH.
SUBSTITUTABLE	feature/sharing/sharedassets	enter_code_title	thing	slots: thing	Join a shared aircraft
SUBSTITUTABLE	feature/sharing/sharedassets	invite_code_hint	thing	slots: thing	Read it out, or have them type it into Join aircraft.
SUBSTITUTABLE	feature/sharing/sharedassets	invite_role_technician	technician	slots: technician	Technician
SUBSTITUTABLE	feature/sharing/sharedassets	invite_title	thing	slots: thing	Invite to aircraft
SUBSTITUTABLE	feature/sharing/sharedassets	leave_confirm_body	collection_label	slots: collection_label	It is removed from your fleet and its records are deleted from your devices. Any changes you made offline that have not synced yet are lost. The owner can invite you again.
SUBSTITUTABLE	feature/sharing/sharedassets	leave_confirm_title	thing	slots: thing	Leave this aircraft?
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_empty_desc	technician;thing	slots: technician, thing	Invite a co-owner or technician to share this aircraft.
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_help_footer	thing	slots: thing	Only the owner can delete the aircraft or hand over ownership. Anyone can leave on their own.
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_leave	thing	slots: thing	Leave shared aircraft
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_perm_thing_details	thing	slots: thing	Aircraft details
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_perm_squawks_tasks	squawk	slots: squawk	Squawks and tasks
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_perm_work_logs	log	slots: log	Work logs
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_role_co_owner_desc	technician;thing	slots: technician, thing	Everything a technician can do, plus edit aircraft details and manage who has access.
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_role_technician	technician	slots: technician	Technician
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_role_technician_desc	log;squawk;task;technician;thing	slots: log, squawk, task, technician, thing	Add and edit squawks, maintenance tasks, and work logs. Cannot change aircraft details.
SUBSTITUTABLE	feature/sharing/sharedassets	manage_access_solo_body	squawk;technician;thing	slots: squawk, technician, thing	Invite a mechanic or a co-owner and they can log squawks, tasks, and work against this aircraft.
SUBSTITUTABLE	feature/sharing/sharedassets	redeem_already_member_body	thing	slots: thing	You already have access to this aircraft.
SUBSTITUTABLE	feature/sharing/sharedassets	redeem_confirm_body	collection_label;thing	slots: collection_label, thing	You have been invited to share an aircraft. Accept to add it to your fleet.
SUBSTITUTABLE	feature/sharing/sharedassets	redeem_confirm_body_full	collection_label	slots: collection_label	%1$s is inviting you to %2$s as %3$s.\n\nAccept to add it to your fleet.
